(-3.836499614980909e-14,0.000000000000000e+00)	(1.789078741756834e+00,0.000000000000000e+00)	(-2.241130777890029e-14,0.000000000000000e+00)	(2.294981266977399e-01,0.000000000000000e+00)	
(1.789078741756834e+00,0.000000000000000e+00)	(5.580692207531380e-14,0.000000000000000e+00)	(-1.616879189953843e+00,0.000000000000000e+00)	(-2.622138475791110e-13,0.000000000000000e+00)	
(-2.242145852296237e-14,0.000000000000000e+00)	(-1.616879189953843e+00,0.000000000000000e+00)	(1.137651273900278e-12,0.000000000000000e+00)	(-2.843175543333318e+00,0.000000000000000e+00)	
(2.294981266977399e-01,0.000000000000000e+00)	(-2.622788621774682e-13,0.000000000000000e+00)	(-2.843175543333318e+00,0.000000000000000e+00)	(-3.668784377821060e-12,0.000000000000000e+00)	

